	BN2_C	BN2_H	BN2_W	time_cost
161	256.0	14.0	14.0	295.0
162	288.0	14.0	14.0	302.0
163	320.0	14.0	14.0	361.0
164	352.0	14.0	14.0	420.0
165	384.0	14.0	14.0	447.0
166	416.0	14.0	14.0	460.0
167	448.0	14.0	14.0	541.0
168	480.0	14.0	14.0	555.0
169	512.0	14.0	14.0	575.0
170	544.0	14.0	14.0	578.0
171	576.0	14.0	14.0	598.0
172	608.0	14.0	14.0	709.0
173	640.0	14.0	14.0	670.0
174	672.0	14.0	14.0	749.0
175	704.0	14.0	14.0	691.0
176	736.0	14.0	14.0	750.0
177	768.0	14.0	14.0	826.0
178	800.0	14.0	14.0	847.0
179	832.0	14.0	14.0	893.0
180	864.0	14.0	14.0	945.0
181	896.0	14.0	14.0	1030.0
182	928.0	14.0	14.0	952.0
183	960.0	14.0	14.0	1067.0
184	992.0	14.0	14.0	1059.0
185	1024.0	14.0	14.0	1050.0
186	512.0	7.0	7.0	181.0
187	544.0	7.0	7.0	185.0
188	576.0	7.0	7.0	182.0
189	608.0	7.0	7.0	201.0
190	640.0	7.0	7.0	223.0
191	672.0	7.0	7.0	233.0
192	704.0	7.0	7.0	231.0
193	736.0	7.0	7.0	227.0
194	768.0	7.0	7.0	240.0
195	800.0	7.0	7.0	242.0
196	832.0	7.0	7.0	236.0
197	864.0	7.0	7.0	262.0
198	896.0	7.0	7.0	260.0
199	928.0	7.0	7.0	268.0
200	960.0	7.0	7.0	263.0
201	992.0	7.0	7.0	277.0
202	7.0	7.0	1024.0	322.0
203	64.0	56.0	56.0	1084.0
204	96.0	56.0	56.0	1690.0
205	128.0	56.0	56.0	2197.0
206	160.0	56.0	56.0	2917.0
207	192.0	56.0	56.0	3381.0
208	224.0	56.0	56.0	4129.0
209	256.0	56.0	56.0	4631.0
210	128.0	28.0	28.0	567.0
211	160.0	28.0	28.0	714.0
212	192.0	28.0	28.0	809.0
213	224.0	28.0	28.0	1000.0
214	128.0	28.0	28.0	538.0
215	256.0	28.0	28.0	1141.0
216	288.0	28.0	28.0	1191.0
217	320.0	28.0	28.0	1313.0
218	352.0	28.0	28.0	1412.0
219	384.0	28.0	28.0	1672.0
220	416.0	28.0	28.0	1878.0
221	448.0	28.0	28.0	1867.0
222	480.0	28.0	28.0	2080.0
223	512.0	28.0	28.0	2162.0
224	256.0	14.0	14.0	312.0
225	288.0	14.0	14.0	303.0
226	320.0	14.0	14.0	359.0
227	352.0	14.0	14.0	401.0
228	384.0	14.0	14.0	437.0
229	416.0	14.0	14.0	437.0
230	448.0	14.0	14.0	525.0
231	480.0	14.0	14.0	522.0
232	512.0	14.0	14.0	588.0
233	544.0	14.0	14.0	598.0
234	576.0	14.0	14.0	621.0
235	608.0	14.0	14.0	673.0
236	640.0	14.0	14.0	706.0
237	672.0	14.0	14.0	721.0
238	704.0	14.0	14.0	656.0
239	736.0	14.0	14.0	787.0
240	768.0	14.0	14.0	798.0
241	800.0	14.0	14.0	811.0
242	832.0	14.0	14.0	974.0
243	864.0	14.0	14.0	910.0
244	896.0	14.0	14.0	948.0
245	928.0	14.0	14.0	993.0
246	960.0	14.0	14.0	1029.0
247	992.0	14.0	14.0	1047.0
248	1024.0	14.0	14.0	1100.0
249	512.0	7.0	7.0	183.0
250	544.0	7.0	7.0	186.0
251	576.0	7.0	7.0	201.0
252	608.0	7.0	7.0	200.0
253	640.0	7.0	7.0	231.0
254	672.0	7.0	7.0	223.0
255	704.0	7.0	7.0	224.0
256	736.0	7.0	7.0	226.0
257	768.0	7.0	7.0	255.0
258	800.0	7.0	7.0	235.0
259	832.0	7.0	7.0	243.0
260	864.0	7.0	7.0	258.0
261	896.0	7.0	7.0	257.0
262	928.0	7.0	7.0	257.0
263	960.0	7.0	7.0	267.0
264	992.0	7.0	7.0	283.0
265	7.0	7.0	1024.0	307.0
266	64.0	56.0	56.0	1121.0
267	96.0	56.0	56.0	1587.0
268	128.0	56.0	56.0	2300.0
269	160.0	56.0	56.0	2858.0
270	192.0	56.0	56.0	3507.0
271	224.0	56.0	56.0	4020.0
272	256.0	56.0	56.0	4517.0
273	128.0	28.0	28.0	591.0
274	160.0	28.0	28.0	615.0
275	192.0	28.0	28.0	833.0
276	224.0	28.0	28.0	1047.0
277	128.0	28.0	28.0	555.0
278	256.0	28.0	28.0	1137.0
279	288.0	28.0	28.0	1291.0
280	320.0	28.0	28.0	1390.0
281	352.0	28.0	28.0	1453.0
282	384.0	28.0	28.0	1616.0
283	416.0	28.0	28.0	1943.0
284	448.0	28.0	28.0	1936.0
285	480.0	28.0	28.0	2146.0
286	512.0	28.0	28.0	2190.0
287	256.0	14.0	14.0	296.0
288	288.0	14.0	14.0	296.0
289	320.0	14.0	14.0	352.0
290	352.0	14.0	14.0	388.0
291	384.0	14.0	14.0	382.0
292	416.0	14.0	14.0	458.0
293	448.0	14.0	14.0	487.0
294	480.0	14.0	14.0	552.0
295	512.0	14.0	14.0	547.0
296	544.0	14.0	14.0	582.0
297	576.0	14.0	14.0	607.0
298	608.0	14.0	14.0	684.0
299	640.0	14.0	14.0	689.0
300	672.0	14.0	14.0	750.0
301	704.0	14.0	14.0	743.0
302	736.0	14.0	14.0	808.0
303	768.0	14.0	14.0	758.0
304	800.0	14.0	14.0	823.0
305	832.0	14.0	14.0	886.0
306	864.0	14.0	14.0	886.0
307	896.0	14.0	14.0	966.0
308	928.0	14.0	14.0	971.0
309	960.0	14.0	14.0	1024.0
310	992.0	14.0	14.0	1009.0
311	1024.0	14.0	14.0	1087.0
312	512.0	7.0	7.0	180.0
313	544.0	7.0	7.0	185.0
314	576.0	7.0	7.0	192.0
315	608.0	7.0	7.0	207.0
316	640.0	7.0	7.0	199.0
317	672.0	7.0	7.0	215.0
318	704.0	7.0	7.0	213.0
319	736.0	7.0	7.0	215.0
320	768.0	7.0	7.0	237.0
321	800.0	7.0	7.0	238.0
322	832.0	7.0	7.0	230.0
323	864.0	7.0	7.0	256.0
324	896.0	7.0	7.0	251.0
325	928.0	7.0	7.0	278.0
326	960.0	7.0	7.0	266.0
327	992.0	7.0	7.0	269.0
328	7.0	7.0	1024.0	315.0
329	64.0	56.0	56.0	1108.0
330	96.0	56.0	56.0	1575.0
331	128.0	56.0	56.0	2353.0
332	160.0	56.0	56.0	3064.0
333	192.0	56.0	56.0	3385.0
334	224.0	56.0	56.0	4053.0
335	256.0	56.0	56.0	4520.0
336	128.0	28.0	28.0	587.0
