	FC_N	FC_CI	FC_CO	time_cost
720	1.0	4.0	1338.0	35.0
721	1.0	1338.0	10.0	39.0
722	1.0	4.0	1338.0	36.0
723	1.0	1338.0	10.0	42.0
724	1.0	4.0	1338.0	34.0
725	1.0	1338.0	10.0	39.0
726	1.0	4.0	1338.0	30.0
727	1.0	1338.0	10.0	41.0
728	1.0	4.0	1338.0	33.0
729	1.0	1338.0	10.0	42.0
730	1.0	75.0	1024.0	56.0
731	1.0	1024.0	10.0	27.0
732	1.0	75.0	1024.0	72.0
733	1.0	1024.0	10.0	30.0
734	1.0	75.0	1024.0	73.0
735	1.0	1024.0	10.0	35.0
736	1.0	75.0	1024.0	69.0
737	1.0	1024.0	10.0	36.0
738	1.0	75.0	1024.0	70.0
739	1.0	1024.0	10.0	36.0
740	1.0	75.0	1024.0	54.0
741	1.0	1024.0	10.0	28.0
742	1.0	75.0	1024.0	69.0
743	1.0	1024.0	10.0	34.0
744	1.0	75.0	1024.0	71.0
745	1.0	1024.0	10.0	35.0
746	1.0	75.0	1024.0	70.0
747	1.0	1024.0	10.0	35.0
748	1.0	75.0	1024.0	73.0
749	1.0	1024.0	10.0	35.0
750	1.0	2028.0	1024.0	473.0
751	1.0	1024.0	10.0	37.0
752	1.0	2028.0	1024.0	488.0
753	1.0	1024.0	10.0	36.0
754	1.0	2028.0	1024.0	459.0
755	1.0	1024.0	10.0	36.0
756	1.0	2028.0	1024.0	457.0
757	1.0	1024.0	10.0	35.0
758	1.0	2028.0	1024.0	462.0
759	1.0	1024.0	10.0	33.0
760	1.0	2028.0	1024.0	444.0
761	1.0	1024.0	10.0	37.0
762	1.0	2028.0	1024.0	492.0
763	1.0	1024.0	10.0	35.0
764	1.0	2028.0	1024.0	451.0
765	1.0	1024.0	10.0	35.0
766	1.0	2028.0	1024.0	469.0
767	1.0	1024.0	10.0	34.0
768	1.0	2028.0	1024.0	459.0
769	1.0	1024.0	10.0	35.0
770	1.0	27.0	1024.0	53.0
771	1.0	1024.0	10.0	36.0
772	1.0	27.0	1024.0	51.0
773	1.0	1024.0	10.0	35.0
774	1.0	27.0	1024.0	52.0
775	1.0	1024.0	10.0	35.0
776	1.0	27.0	1024.0	55.0
777	1.0	1024.0	10.0	35.0
778	1.0	27.0	1024.0	53.0
779	1.0	1024.0	10.0	36.0
780	1.0	27.0	1024.0	51.0
781	1.0	1024.0	10.0	34.0
782	1.0	27.0	1024.0	43.0
783	1.0	1024.0	10.0	27.0
784	1.0	27.0	1024.0	54.0
785	1.0	1024.0	10.0	27.0
786	1.0	27.0	1024.0	53.0
787	1.0	1024.0	10.0	36.0
788	1.0	27.0	1024.0	53.0
789	1.0	1024.0	10.0	36.0
790	1.0	27.0	1024.0	55.0
791	1.0	1024.0	10.0	36.0
792	1.0	27.0	1024.0	53.0
793	1.0	1024.0	10.0	36.0
794	1.0	27.0	1024.0	55.0
795	1.0	1024.0	10.0	36.0
796	1.0	27.0	1024.0	50.0
797	1.0	1024.0	10.0	30.0
798	1.0	27.0	1024.0	44.0
799	1.0	1024.0	10.0	33.0
800	1.0	27.0	1024.0	63.0
801	1.0	1024.0	10.0	36.0
802	1.0	27.0	1024.0	58.0
803	1.0	1024.0	10.0	37.0
804	1.0	27.0	1024.0	43.0
805	1.0	1024.0	10.0	35.0
806	1.0	27.0	1024.0	54.0
807	1.0	1024.0	10.0	37.0
808	1.0	27.0	1024.0	51.0
809	1.0	1024.0	10.0	35.0
810	1.0	48.0	1024.0	79.0
811	1.0	1024.0	10.0	35.0
812	1.0	48.0	1024.0	88.0
813	1.0	1024.0	10.0	35.0
814	1.0	48.0	1024.0	74.0
815	1.0	1024.0	10.0	37.0
816	1.0	48.0	1024.0	73.0
817	1.0	1024.0	10.0	32.0
818	1.0	48.0	1024.0	81.0
819	1.0	1024.0	10.0	35.0
820	1.0	48.0	1024.0	91.0
821	1.0	1024.0	10.0	34.0
822	1.0	48.0	1024.0	78.0
823	1.0	1024.0	10.0	35.0
824	1.0	48.0	1024.0	79.0
825	1.0	1024.0	10.0	34.0
826	1.0	48.0	1024.0	90.0
827	1.0	1024.0	10.0	35.0
828	1.0	48.0	1024.0	79.0
829	1.0	1024.0	10.0	37.0
830	1.0	300.0	1024.0	155.0
831	1.0	1024.0	10.0	34.0
832	1.0	300.0	1024.0	185.0
833	1.0	1024.0	10.0	36.0
834	1.0	300.0	1024.0	168.0
835	1.0	1024.0	10.0	36.0
836	1.0	300.0	1024.0	166.0
837	1.0	1024.0	10.0	36.0
838	1.0	300.0	1024.0	167.0
839	1.0	1024.0	10.0	36.0
840	1.0	300.0	1024.0	172.0
841	1.0	1024.0	10.0	35.0
842	1.0	300.0	1024.0	200.0
843	1.0	1024.0	10.0	36.0
844	1.0	300.0	1024.0	155.0
845	1.0	1024.0	10.0	33.0
846	1.0	300.0	1024.0	167.0
847	1.0	1024.0	10.0	36.0
848	1.0	300.0	1024.0	164.0
849	1.0	1024.0	10.0	32.0
850	1.0	75.0	1024.0	103.0
851	1.0	1024.0	10.0	36.0
852	1.0	75.0	1024.0	100.0
853	1.0	1024.0	10.0	34.0
854	1.0	75.0	1024.0	98.0
855	1.0	1024.0	10.0	34.0
856	1.0	75.0	1024.0	84.0
857	1.0	1024.0	10.0	33.0
858	1.0	75.0	1024.0	101.0
859	1.0	1024.0	10.0	36.0
860	1.0	75.0	1024.0	83.0
861	1.0	1024.0	10.0	34.0
862	1.0	75.0	1024.0	86.0
863	1.0	1024.0	10.0	27.0
864	1.0	75.0	1024.0	100.0
865	1.0	1024.0	10.0	28.0
866	1.0	75.0	1024.0	98.0
867	1.0	1024.0	10.0	33.0
868	1.0	75.0	1024.0	102.0
869	1.0	1024.0	10.0	34.0
