# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     242.303      396.000     4661.133     7944.426
     242.306        0.000     4661.133     7944.426
     242.308      409.400     4661.133     7944.426
     242.311        0.000     4663.133     7944.426
     242.313        0.000     4663.133     7944.426
     242.316      409.700     4665.133     7944.426
     242.318        0.000     4665.133     7944.426
     242.320        0.000     4667.133     7944.426
     242.323        0.000     4667.133     7944.426
     242.325        0.000     4667.133     7944.426
     242.328      385.400     4669.133     7944.426
     242.330        0.000     4669.133     7944.426
     242.333        0.000     4671.133     7944.426
     242.335      393.000     4671.133     7944.426
     242.338        0.000     4673.133     7944.426
     242.340        0.000     4673.133     7944.426
     242.343        0.000     4673.133     7944.426
     242.345        0.000     4675.133     7944.426
     242.348      408.600     4675.133     7944.426
     242.350        0.000     4677.133     7944.426
     242.353        0.000     4677.133     7944.426
     242.355        0.000     4679.133     7944.426
     242.358        0.000     4679.133     7944.426
     242.360      388.200     4679.133     7944.426
     242.363        0.000     4681.133     7944.426
     242.365        0.000     4681.133     7944.426
     242.367        0.000     4683.133     7944.426
     242.370        0.000     4683.133     7944.426
     242.372      407.300     4683.133     7944.426
     242.375        0.000     4685.133     7944.426
     242.377        0.000     4685.133     7944.426
     242.380      410.000     4687.133     7944.426
     242.382        0.000     4687.133     7944.426
     242.385        0.000     4689.133     7944.426
     242.387        0.000     4689.133     7944.426
     242.390        0.000     4689.133     7944.426
     242.392      382.900     4691.133     7944.426
     242.395        0.000     4691.133     7944.426
     242.397        0.000     4693.133     7944.426
     242.400      407.900     4693.133     7944.426
     242.402        0.000     4695.133     7944.426
     242.404        0.000     4695.133     7944.426
     242.407        0.000     4695.133     7944.426
     242.409        0.000     4697.133     7944.426
     242.415        0.000     4699.133     7944.426
     242.417      390.800     4699.133     7944.426
     242.420      405.400     4701.133     7944.426
     242.422        0.000     4701.133     7944.426
     242.425        0.000     4701.133     7944.426
     242.427      409.600     4703.133     7944.426
     242.430        0.000     4703.133     7944.426
     242.432        0.000     4705.133     7944.426
     242.435        0.000     4705.133     7944.426
     242.437        0.000     4707.133     7944.426
     242.439      408.900     4707.133     7944.426
     242.442        0.000     4707.133     7944.426
     242.444        0.000     4709.133     7944.426
     242.447        0.000     4709.133     7944.426
     242.449      394.400     4711.133     7944.426
     242.452        0.000     4711.133     7944.426
     242.454        0.000     4713.133     7944.426
     242.457        0.000     4713.133     7944.426
     242.459      406.600     4713.133     7944.426
     242.462        0.000     4715.133     7944.426
     242.464        0.000     4715.133     7944.426
     242.467        0.000     4717.133     7944.426
     242.469      408.900     4717.133     7944.426
     242.471        0.000     4719.133     7944.426
     242.474        0.000     4719.133     7944.426
     242.476        0.000     4719.133     7944.426
     242.479        0.000     4721.133     7944.426
     242.481        0.000     4721.133     7944.426
     242.484      410.300     4723.133     7944.426
     242.486        0.000     4723.133     7944.426
     242.488      395.000     4725.133     7944.426
     242.491        0.000     4725.133     7944.426
     242.493        0.000     4725.133     7944.426
     242.496      386.900     4727.133     7944.426
     242.498        0.000     4727.133     7944.426
     242.501        0.000     4729.133     7944.426
     242.503        0.000     4729.133     7944.426
     242.506        0.000     4729.133     7944.426
     242.508      410.800     4731.133     7944.426
     242.511        0.000     4731.133     7944.426
     242.513        0.000     4733.133     7944.426
     242.516      411.000     4733.133     7944.426
     242.518        0.000     4735.133     7944.426
     242.520        0.000     4735.133     7944.426
     242.523        0.000     4735.133     7944.426
     242.525        0.000     4737.133     7944.426
     242.528      409.800     4737.133     7944.426
     242.530        0.000     4739.133     7944.426
     242.533        0.000     4739.133     7944.426
     242.535        0.000     4741.133     7944.426
     242.538        0.000     4741.133     7944.426
     242.540      399.200     4741.133     7944.426
     242.542        0.000     4743.133     7944.426
     242.545        0.000     4743.133     7944.426
     242.547        0.000     4745.133     7944.426
     242.550        0.000     4745.133     7944.426
     242.552      410.300     4747.133     7944.426
     242.555        0.000     4747.133     7944.426
     242.557        0.000     4747.133     7944.426
     242.560      412.200     4749.133     7944.426
     242.562        0.000     4749.133     7944.426
     242.564        0.000     4751.133     7944.426
     242.567      413.700     4751.133     7944.426
     242.569        0.000     4751.195     7944.426
     242.572        0.000     4753.195     7944.426
     242.574        0.000     4753.195     7944.426
     242.577        0.000     4755.195     7944.426
     242.579      399.000     4755.195     7944.426
     242.582        0.000     4757.195     7944.426
     242.584        0.000     4757.195     7944.426
     242.587        0.000     4757.195     7944.426
     242.589        0.000     4759.195     7944.426
     242.592      410.300     4759.195     7944.426
     242.594        0.000     4761.195     7944.426
     242.596        0.000     4761.195     7944.426
     242.599        0.000     4763.195     7944.426
     242.601        0.000     4763.195     7944.426
     242.604      396.100     4763.195     7944.426
     242.606        0.000     4765.195     7944.426
     242.609        0.000     4765.195     7944.426
     242.611      395.800     4767.195     7944.426
     242.614        0.000     4767.195     7944.426
     242.616        0.000     4769.195     7944.426
     242.619        0.000     4769.195     7944.426
     242.621        0.000     4769.195     7944.426
     242.623      411.300     4771.195     7944.426
     242.626        0.000     4771.195     7944.426
     242.628        0.000     4773.195     7944.426
     242.631      417.800     4773.195     7944.426
     242.633        0.000     4773.195     7944.426
     242.636        0.000     4775.195     7944.426
     242.638        0.000     4775.195     7944.426
     242.641      408.900     4777.195     7944.426
     242.643        0.000     4777.195     7944.426
     242.646        0.000     4779.195     7944.426
     242.648      412.600     4779.195     7944.426
     242.650        0.000     4779.195     7944.426
     242.653        0.000     4781.195     7944.426
     242.655      412.200     4781.195     7944.426
     242.658        0.000     4783.195     7944.426
     242.660        0.000     4785.195     7944.426
     242.665        0.000     4785.195     7944.426
     242.668      386.000     4785.195     7944.426
     242.670        0.000     4787.195     7944.426
     242.673        0.000     4787.195     7944.426
     242.675      393.900     4789.195     7944.426
     242.678        0.000     4789.195     7944.426
     242.680        0.000     4791.195     7944.426
     242.683        0.000     4791.195     7944.426
     242.685        0.000     4791.195     7944.426
     242.688      409.500     4793.195     7944.426
     242.690        0.000     4793.195     7944.426
     242.693        0.000     4795.195     7944.426
     242.695      405.300     4795.195     7944.426
     242.698        0.000     4797.195     7944.426
     242.700        0.000     4797.195     7944.426
     242.703        0.000     4797.195     7944.426
     242.705        0.000     4799.195     7944.426
     242.708        0.000     4799.195     7944.426
     242.710        0.000     4801.195     7944.426
     242.713      405.000     4801.195     7944.426
     242.715      395.700     4803.195     7944.426
     242.718        0.000     4803.195     7944.426
     242.720        0.000     4803.195     7944.426
     242.722        0.000     4805.195     7944.426
     242.725      387.600     4805.195     7944.426
     242.727        0.000     4807.195     7944.426
     242.730        0.000     4807.195     7944.426
     242.732        0.000     4809.195     7944.426
     242.735      412.900     4809.195     7944.426
     242.737        0.000     4809.195     7944.426
     242.740        0.000     4811.195     7944.426
     242.742        0.000     4811.195     7944.426
     242.745      408.800     4813.195     7944.426
     242.747        0.000     4813.195     7944.426
     242.750        0.000     4815.195     7944.426
     242.752        0.000     4815.195     7944.426
     242.755        0.000     4815.195     7944.426
     242.757      394.800     4817.195     7944.426
     242.760        0.000     4817.195     7944.426
     242.762        0.000     4819.195     7944.426
     242.764      395.100     4819.195     7944.426
     242.767        0.000     4821.195     7944.426
     242.770        0.000     4821.195     7944.426
     242.772        0.000     4821.195     7944.426
     242.774        0.000     4823.195     7944.426
     242.777        0.000     4823.195     7944.426
     242.779      392.700     4825.195     7944.426
     242.782        0.000     4825.195     7944.426
     242.784        0.000     4827.195     7944.426
     242.787      400.100     4827.195     7944.426
     242.789        0.000     4827.195     7944.426
     242.792        0.000     4829.195     7944.426
     242.794        0.000     4829.195     7944.426
     242.797        0.000     4831.195     7944.426
     242.799      408.000     4831.195     7944.426
     242.802        0.000     4833.195     7944.426
     242.804        0.000     4833.195     7944.426
     242.807        0.000     4833.195     7944.426
     242.809      411.800     4835.195     7944.426
     242.812        0.000     4835.195     7944.426
     242.814        0.000     4837.195     7944.426
     242.816        0.000     4837.195     7944.426
     242.819        0.000     4837.195     7944.426
     242.821        0.000     4839.195     7944.426
     242.824      410.700     4839.195     7944.426
     242.826        0.000     4841.195     7944.426
     242.829        0.000     4841.195     7944.426
     242.831      411.900     4843.195     7944.426
     242.834        0.000     4843.195     7944.426
     242.836        0.000     4843.195     7944.426
     242.839        0.000     4845.195     7944.426
     242.841        0.000     4845.195     7944.426
     242.844      413.900     4847.195     7944.426
     242.846        0.000     4847.195     7944.426
     242.848        0.000     4849.195     7944.426
     242.851        0.000     4849.195     7944.426
     242.853      395.600     4849.195     7944.426
     242.856        0.000     4851.195     7944.426
     242.858        0.000     4851.195     7944.426
     242.861        0.000     4853.195     7944.426
     242.863      414.900     4853.195     7944.426
     242.866        0.000     4855.195     7944.426
     242.868        0.000     4855.195     7944.426
     242.871        0.000     4855.195     7944.426
     242.873      400.400     4857.195     7944.426
     242.875      393.400     4857.195     7944.426
     242.878        0.000     4859.195     7944.426
     242.880        0.000     4859.195     7944.426
     242.883        0.000     4859.195     7944.426
     242.885        0.000     4861.195     7944.426
     242.888      395.500     4861.195     7944.426
     242.890        0.000     4863.195     7944.426
     242.893        0.000     4863.195     7944.426
     242.895        0.000     4865.195     7944.426
     242.898        0.000     4865.195     7944.426
     242.900      410.400     4865.195     7944.426
     242.902        0.000     4867.195     7944.426
     242.905        0.000     4867.195     7944.426
     242.907      413.500     4869.195     7944.426
     242.910        0.000     4869.195     7944.426
     242.912        0.000     4871.195     7944.426
     242.918        0.000     4871.195     7944.426
     242.920      396.000     4873.195     7944.426
     242.923        0.000     4873.195     7944.426
     242.925        0.000     4875.195     7944.426
     242.928      411.200     4875.195     7944.426
     242.930        0.000     4877.195     7944.426
     242.932        0.000     4877.195     7944.426
     242.935        0.000     4877.195     7944.426
     242.937        0.000     4879.195     7944.426
     242.940      414.100     4879.195     7944.426
     242.942        0.000     4881.195     7944.426
     242.945        0.000     4881.195     7944.426
     242.947      413.400     4883.195     7944.426
     242.950        0.000     4883.195     7944.426
     242.952      384.200     4883.195     7944.426
     242.955        0.000     4885.195     7944.426
     242.957        0.000     4885.195     7944.426
     242.959        0.000     4887.195     7944.426
     242.962        0.000     4887.195     7944.426
     242.964      412.300     4887.195     7944.426
     242.967        0.000     4889.195     7944.426
     242.969        0.000     4889.195     7944.426
     242.972      406.200     4891.195     7944.426
     242.974        0.000     4891.195     7944.426
     242.977        0.000     4893.195     7944.426
     242.979        0.000     4893.195     7944.426
     242.981        0.000     4893.195     7944.426
     242.984      394.700     4895.195     7944.426
     242.986        0.000     4895.195     7944.426
     242.989        0.000     4897.195     7944.426
     242.991      397.700     4897.195     7944.426
     242.994        0.000     4899.195     7944.426
     242.996        0.000     4899.195     7944.426
     242.999        0.000     4899.195     7944.426
     243.001        0.000     4901.195     7944.426
     243.004        0.000     4901.195     7944.426
     243.006        0.000     4903.195     7944.426
     243.008      396.900     4903.195     7944.426
     243.011        0.000     4903.414     7944.426
     243.013        0.000     4903.930     7944.426
     243.016      409.000     4904.703     7944.426
     243.018        0.000     4906.961     8198.434
     243.021        0.000     4906.961     8198.434
     243.023        0.000     4906.961     8198.434
     243.026        0.000     4908.961     8198.434
     243.028      411.400     4908.961     8198.434
     243.030        0.000     4911.211     8198.434
     243.033        0.000     4911.211     8198.434
     243.035      411.200     4913.211     8198.434
     243.038        0.000     4913.211     8198.434
     243.040      382.200     4913.211     8198.434
     243.043        0.000     4915.211     8198.434
     243.045        0.000     4915.211     8198.434
     243.048        0.000     4917.211     8198.434
     243.050        0.000     4917.211     8198.434
     243.053      412.100     4919.211     8198.434
     243.055        0.000     4919.211     8198.434
     243.058        0.000     4919.211     8198.434
     243.060      410.200     4921.211     8198.434
     243.062        0.000     4921.211     8198.434
     243.065        0.000     4923.211     8198.434
     243.067        0.000     4923.211     8198.434
     243.070        0.000     4925.211     8198.434
     243.072      395.800     4925.211     8198.434
     243.075        0.000     4925.211     8198.434
     243.077        0.000     4927.211     8198.434
     243.080      408.800     4927.211     8198.434
     243.082        0.000     4929.211     8198.434
     243.084        0.000     4929.211     8198.434
     243.087        0.000     4929.211     8198.434
     243.089        0.000     4931.211     8198.434
     243.092        0.000     4931.211     8198.434
     243.094        0.000     4933.211     8198.434
     243.097      395.000     4933.211     8198.434
     243.099        0.000     4935.211     8198.434
     243.102        0.000     4935.211     8198.434
     243.104      382.100     4935.211     8198.434
     243.107        0.000     4937.211     8198.434
     243.109        0.000     4937.211     8198.434
     243.112        0.000     4939.211     8198.434
     243.114        0.000     4939.211     8198.434
     243.116      410.300     4941.211     8198.434
     243.119        0.000     4941.211     8198.434
     243.121        0.000     4941.211     8198.434
     243.124      406.600     4943.211     8198.434
     243.126        0.000     4943.211     8198.434
     243.129        0.000     4945.211     8198.434
     243.131        0.000     4945.211     8198.434
     243.134        0.000     4947.211     8198.434
     243.136      385.200     4947.211     8198.434
     243.139        0.000     4947.211     8198.434
     243.141        0.000     4949.211     8198.434
     243.143      412.900     4949.211     8198.434
     243.146        0.000     4951.211     8198.434
     243.148        0.000     4951.211     8198.434
     243.151        0.000     4951.211     8198.434
     243.153      395.200     4953.211     8198.434
     243.156        0.000     4953.211     8198.434
     243.158        0.000     4955.211     8198.434
     243.160      396.600     4955.211     8198.434
     243.163        0.000     4957.211     8198.434
     243.165        0.000     4957.211     8198.434
     243.171        0.000     4959.211     8198.434
     243.173      408.500     4959.211     8198.434
     243.175        0.000     4961.211     8198.434
     243.178        0.000     4961.211     8198.434
     243.180      408.700     4963.211     8198.434
     243.183        0.000     4963.211     8198.434
     243.185        0.000     4963.211     8198.434
     243.188        0.000     4965.211     8198.434
     243.190        0.000     4965.211     8198.434
     243.193      387.700     4967.211     8198.434
     243.195        0.000     4967.211     8198.434
     243.198        0.000     4969.211     8198.434
     243.200      394.800     4969.211     8198.434
     243.203        0.000     4969.211     8198.434
     243.205        0.000     4971.211     8198.434
     243.208        0.000     4971.211     8198.434
     243.210        0.000     4973.211     8198.434
     243.212      410.800     4973.211     8198.434
     243.215        0.000     4975.211     8198.434
     243.217        0.000     4975.211     8198.434
     243.220        0.000     4975.211     8198.434
     243.222        0.000     4977.211     8198.434
     243.225      379.700     4977.211     8198.434
     243.227        0.000     4979.211     8198.434
     243.230        0.000     4979.211     8198.434
     243.232        0.000     4981.211     8198.434
     243.235      409.800     4981.211     8198.434
     243.237        0.000     4981.211     8198.434
     243.240        0.000     4983.211     8198.434
     243.242        0.000     4983.211     8198.434
     243.245      409.200     4985.211     8198.434
     243.247        0.000     4985.211     8198.434
     243.250        0.000     4987.211     8198.434
     243.252        0.000     4987.211     8198.434
     243.255        0.000     4987.211     8198.434
     243.257      394.100     4989.211     8198.434
     243.260        0.000     4989.211     8198.434
     243.262        0.000     4991.211     8198.434
     243.264      394.400     4991.211     8198.434
     243.267        0.000     4991.211     8198.434
     243.269        0.000     4993.211     8198.434
     243.272        0.000     4993.211     8198.434
     243.274        0.000     4995.211     8198.434
     243.277        0.000     4995.211     8198.434
     243.279      387.700     4997.211     8198.434
     243.282        0.000     4997.211     8198.434
     243.284        0.000     4997.211     8198.434
     243.287        0.000     4999.211     8198.434
     243.289      391.300     4999.211     8198.434
     243.292        0.000     5001.211     8198.434
     243.294        0.000     5001.211     8198.434
     243.296        0.000     5003.211     8198.434
     243.299      406.500     5003.211     8198.434
     243.301        0.000     5003.211     8198.434
     243.304        0.000     5005.211     8198.434
     243.306        0.000     5005.211     8198.434
     243.309      408.200     5007.211     8198.434
     243.311        0.000     5007.211     8198.434
     243.314        0.000     5009.211     8198.434
     243.316        0.000     5009.211     8198.434
     243.319        0.000     5009.211     8198.434
     243.321      392.900     5011.211     8198.434
     243.324      408.100     5011.211     8198.434
     243.326        0.000     5013.211     8198.434
     243.328        0.000     5013.211     8198.434
     243.331        0.000     5015.211     8198.434
     243.333        0.000     5015.211     8198.434
     243.336      395.100     5015.211     8198.434
     243.338        0.000     5017.211     8198.434
     243.341        0.000     5017.211     8198.434
     243.343        0.000     5019.211     8198.434
     243.346        0.000     5019.211     8198.434
     243.348      407.500     5021.211     8198.434
     243.351        0.000     5021.211     8198.434
     243.353        0.000     5021.211     8198.434
     243.356      411.200     5023.211     8198.434
     243.358        0.000     5023.211     8198.434
     243.360        0.000     5025.211     8198.434
     243.363      410.100     5025.211     8198.434
     243.365        0.000     5025.211     8198.434
     243.368        0.000     5027.211     8198.434
     243.370        0.000     5027.211     8198.434
     243.373        0.000     5029.211     8198.434
     243.375      398.700     5029.211     8198.434
     243.378        0.000     5031.211     8198.434
     243.380        0.000     5031.211     8198.434
     243.383        0.000     5031.211     8198.434
     243.385      392.400     5033.211     8198.434
     243.388      409.700     5033.211     8198.434
     243.390        0.000     5035.211     8198.434
     243.392        0.000     5035.211     8198.434
     243.395        0.000     5037.211     8198.434
     243.397        0.000     5037.211     8198.434
     243.400      396.200     5037.211     8198.434
     243.402        0.000     5039.211     8198.434
     243.405        0.000     5039.211     8198.434
     243.407      397.300     5041.211     8198.434
     243.410        0.000     5041.211     8198.434
     243.412        0.000     5043.211     8198.434
     243.415        0.000     5043.211     8198.434
     243.417      195.400     5045.211     8198.434
     243.422        0.000     5045.211     8198.434
     243.425        0.000     5047.211     8198.434
     243.427      412.600     5047.211     8198.434
     243.429        0.000     5047.211     8198.434
     243.432        0.000     5049.211     8198.434
     243.434        0.000     5049.211     8198.434
     243.437        0.000     5051.211     8198.434
     243.439      401.900     5051.211     8198.434
     243.442        0.000     5053.211     8198.434
     243.444        0.000     5053.211     8198.434
     243.447        0.000     5053.211     8198.434
     243.449      393.500     5055.211     8198.434
     243.452        0.000     5055.211     8198.434
     243.454        0.000     5057.211     8198.434
     243.456        0.000     5057.211     8198.434
     243.459        0.000     5057.211     8198.434
     243.461        0.000     5059.211     8198.434
     243.464      388.900     5059.211     8198.434
     243.466        0.000     5061.211     8198.434
     243.469        0.000     5061.211     8198.434
     243.471      398.100     5063.211     8198.434
     243.474        0.000     5063.211     8198.434
     243.476        0.000     5063.211     8198.434
     243.479        0.000     5065.211     8198.434
     243.481        0.000     5065.211     8198.434
     243.484      391.200     5067.211     8198.434
     243.486        0.000     5067.211     8198.434
     243.488        0.000     5069.211     8198.434
     243.491      413.700     5069.211     8198.434
     243.493        0.000     5069.211     8198.434
     243.496        0.000     5071.211     8198.434
     243.498        0.000     5071.211     8198.434
     243.501        0.000     5073.211     8198.434
     243.503      397.500     5073.211     8198.434
     243.506        0.000     5075.211     8198.434
     243.508        0.000     5075.211     8198.434
     243.511        0.000     5075.211     8198.434
     243.513        0.000     5077.211     8198.434
     243.516      409.700     5077.211     8198.434
     243.518        0.000     5079.211     8198.434
     243.520        0.000     5079.211     8198.434
     243.523      408.200     5081.211     8198.434
     243.525        0.000     5081.211     8198.434
     243.528      393.300     5081.211     8198.434
     243.530        0.000     5083.211     8198.434
     243.533        0.000     5083.211     8198.434
     243.535      398.100     5085.211     8198.434
     243.538        0.000     5085.211     8198.434
     243.540        0.000     5087.211     8198.434
     243.543        0.000     5087.211     8198.434
     243.545        0.000     5087.211     8198.434
     243.548      409.300     5089.211     8198.434
     243.550        0.000     5089.211     8198.434
     243.552        0.000     5091.211     8198.434
     243.555      413.800     5091.211     8198.434
     243.557        0.000     5093.211     8198.434
     243.560        0.000     5093.211     8198.434
     243.562        0.000     5093.211     8198.434
     243.565        0.000     5095.211     8198.434
     243.567        0.000     5095.211     8198.434
     243.570        0.000     5097.211     8198.434
     243.572      410.800     5097.211     8198.434
     243.574        0.000     5097.211     8198.434
     243.577        0.000     5099.211     8198.434
     243.579      413.500     5099.211     8198.434
     243.582        0.000     5101.211     8198.434
     243.584        0.000     5101.211     8198.434
     243.587        0.000     5103.211     8198.434
     243.589        0.000     5103.211     8198.434
     243.592      411.700     5103.211     8198.434
     243.594        0.000     5105.211     8198.434
     243.596        0.000     5105.211     8198.434
     243.599      398.500     5107.211     8198.434
     243.601        0.000     5107.211     8198.434
     243.604        0.000     5109.211     8198.434
     243.606        0.000     5109.211     8198.434
     243.609        0.000     5109.211     8198.434
     243.611      412.200     5111.211     8198.434
     243.614        0.000     5111.211     8198.434
     243.616        0.000     5113.211     8198.434
     243.619        0.000     5113.211     8198.434
     243.621        0.000     5115.211     8198.434
     243.623      382.600     5115.211     8198.434
     243.626        0.000     5115.211     8198.434
     243.629        0.000     5117.211     8198.434
     243.631        0.000     5117.211     8198.434
     243.633        0.000     5119.211     8198.434
     243.636      406.000     5119.211     8198.434
     243.638        0.000     5121.211     8198.434
     243.641        0.000     5121.211     8198.434
     243.643      412.700     5121.211     8198.434
     243.646        0.000     5123.211     8198.434
     243.648        0.000     5123.211     8198.434
     243.651        0.000     5125.211     8198.434
     243.653        0.000     5125.211     8198.434
     243.656      406.800     5127.211     8198.434
     243.658        0.000     5127.211     8198.434
     243.660        0.000     5127.211     8198.434
     243.663      396.200     5129.211     8198.434
     243.665        0.000     5129.211     8198.434
     243.668      203.300     5131.211     8198.434
     243.673        0.000     5131.211     8198.434
     243.675      410.700     5133.211     8198.434
     243.678        0.000     5133.211     8198.434
     243.680        0.000     5135.211     8198.434
     243.683        0.000     5135.211     8198.434
     243.685        0.000     5137.211     8198.434
     243.688        0.000     5137.211     8198.434
     243.690        0.000     5137.211     8198.434
     243.693      398.000     5139.211     8198.434
     243.695        0.000     5139.211     8198.434
     243.698        0.000     5141.211     8198.434
     243.700      391.400     5141.211     8198.434
     243.702        0.000     5143.211     8198.434
     243.705        0.000     5143.211     8198.434
     243.707        0.000     5143.211     8198.434
     243.710        0.000     5145.211     8198.434
     243.712      411.800     5145.211     8198.434
     243.715        0.000     5147.211     8198.434
     243.717        0.000     5147.211     8198.434
     243.720      414.400     5149.211     8198.434
     243.722        0.000     5149.211     8198.434
     243.724        0.000     5149.211     8198.434
     243.727        0.000     5151.211     8198.434
     243.729        0.000     5151.211     8198.434
     243.732        0.000     5153.211     8198.434
     243.734        0.000     5153.211     8198.434
     243.737      410.100     5153.211     8198.434
     243.739        0.000     5155.211     8198.434
     243.742        0.000     5155.211     8198.434
     243.744      411.700     5157.211     8198.434
     243.746        0.000     5157.211     8198.434
     243.749      393.600     5157.500     8198.434
     243.751        0.000     5158.016     8198.434
     243.754        0.000     5158.531     8198.434
     243.756        0.000     5161.047     8452.441
     243.759        0.000     5167.047     8452.441
     243.761        0.000     5171.047     8452.441
     243.764      382.500     5177.047     8452.441
     243.766        0.000     5183.047     8452.441
     243.769        0.000     5189.047     8452.441
     243.771      391.000     5193.047     8452.441
     243.774        0.000     5199.047     8452.441
     243.776        0.000     5203.227     8452.441
     243.779        0.000     5209.227     8452.441
     243.781      387.000     5215.227     8452.441
     243.784        0.000     5219.227     8452.441
     243.786        0.000     5225.227     8452.441
     243.789      386.300     5231.227     8452.441
     243.791        0.000     5235.227     8452.441
     243.794        0.000     5241.227     8452.441
     243.796      400.500     5247.227     8452.441
     243.799        0.000     5251.227     8452.441
     243.801        0.000     5257.227     8452.441
     243.804        0.000     5263.227     8452.441
     243.806        0.000     5267.227     8452.441
     243.808        0.000     5273.227     8452.441
     243.811        0.000     5279.227     8452.441
     243.813        0.000     5283.227     8452.441
     243.816      409.400     5289.227     8452.441
     243.818        0.000     5293.227     8452.441
     243.821        0.000     5299.227     8452.441
     243.823      400.300     5305.227     8452.441
     243.826        0.000     5309.227     8452.441
     243.828      410.100     5315.227     8452.441
     243.831        0.000     5321.227     8452.441
     243.833        0.000     5325.227     8452.441
     243.835        0.000     5331.227     8452.441
     243.838        0.000     5337.227     8452.441
     243.841      408.300     5341.227     8452.441
     243.843      397.800     5347.227     8452.441
     243.845        0.000     5353.227     8452.441
     243.848        0.000     5357.227     8452.441
     243.850        0.000     5363.227     8452.441
     243.853        0.000     5367.227     8452.441
     243.855        0.000     5373.227     8452.441
     243.858        0.000     5379.227     8452.441
     243.860        0.000     5383.227     8452.441
     243.863        0.000     5389.227     8452.441
     243.865      394.600     5395.227     8452.441
     243.868        0.000     5399.227     8452.441
     243.870        0.000     5405.227     8452.441
     243.872      390.900     5411.227     8452.441
     243.875      411.700     5159.074     8452.441
     243.877        0.000     4905.066     7944.426
     243.880        0.000     4905.066     7944.426
     243.882        0.000     4905.066     7944.426
     243.885      410.500     4905.066     7944.426
     243.887        0.000     4905.066     7944.426
     243.890        0.000     4905.066     7944.426
     243.892        0.000     4905.066     7944.426
     243.895        0.000     4905.066     7944.426
     243.897      397.300     4905.066     7944.426
     243.899        0.000     4905.066     7944.426
     243.902        0.000     4905.066     7944.426
     243.904      396.600     4905.066     7944.426
     243.907        0.000     4905.066     7944.426
     243.909        0.000     4905.066     7944.426
     243.912        0.000     4905.066     7944.426
     243.914        0.000     4905.066     7944.426
     243.917      411.800     4905.066     7944.426
     243.919        0.000     4905.066     7944.426
     243.922      112.700     4905.066     7944.426
     243.930        0.000     4397.051     7690.418
     243.933        0.000     4402.078     7690.418
     243.935        0.000     4406.078     7690.418
     243.938        0.000     4412.078     7690.418
     243.940        0.000     4418.078     7690.418
     243.943        0.000     4422.078     7690.418
     243.945      408.800     4428.078     7690.418
     243.948        0.000     4432.078     7690.418
     243.950        0.000     4436.078     7690.418
     243.953      407.900     4442.078     7690.418
     243.955        0.000     4448.078     7690.418
     243.958        0.000     4452.078     7690.418
     243.960        0.000     4456.078     7690.418
     243.962        0.000     4462.078     7690.418
     243.965      392.400     4466.078     7690.418
     243.967        0.000     4472.078     7690.418
     243.970        0.000     4476.078     7690.418
     243.972      393.500     4482.078     7690.418
     243.975        0.000     4488.078     7690.418
     243.977      409.500     4492.078     7690.418
     243.980        0.000     4498.145     7690.418
     243.982        0.000     4502.145     7690.418
     243.985        0.000     4508.145     7690.418
     243.987        0.000     4514.145     7690.418
     243.990        0.000     4518.145     7690.418
     243.992      412.300     4524.145     7690.418
     243.994        0.000     4530.145     7690.418
     243.997        0.000     4534.145     7690.418
     243.999      412.700     4540.145     7690.418
     244.002        0.000     4546.145     7690.418
     244.004        0.000     4550.145     7690.418
     244.007        0.000     4556.145     7690.418
     244.009        0.000     4562.145     7690.418
     244.012      412.300     4566.145     7690.418
     244.014        0.000     4572.145     7690.418
     244.017        0.000     4578.145     7690.418
     244.019      391.500     4584.145     7690.418
     244.021        0.000     4588.145     7690.418
     244.024      409.300     4594.145     7690.418
     244.026        0.000     4600.145     7690.418
     244.029        0.000     4604.145     7690.418
     244.031        0.000     4610.145     7690.418
     244.034        0.000     4616.145     7690.418
     244.036        0.000     4620.145     7690.418
     244.038        0.000     4626.145     7690.418
     244.041      391.500     4632.145     7690.418
     244.043      412.800     4636.145     7690.418
     244.046        0.000     4642.145     7690.418
     244.048        0.000     4648.145     7690.418
     244.051        0.000     4650.617     7690.418
     244.053        0.000     4653.133     7944.426
     244.056        0.000     4653.133     7944.426
     244.058        0.000     4655.133     7944.426
     244.061      410.900     4655.133     7944.426
     244.063        0.000     4655.133     7944.426
     244.066        0.000     4657.133     7944.426
     244.068      409.900     4657.133     7944.426
     244.070        0.000     4659.133     7944.426
     244.073        0.000     4659.133     7944.426
     244.075        0.000     4659.133     7944.426
     244.078        0.000     4661.133     7944.426
     244.080      398.000     4661.133     7944.426
     244.083        0.000     4663.133     7944.426
     244.085        0.000     4663.133     7944.426
     244.088      412.700     4665.133     7944.426
     244.090        0.000     4665.133     7944.426
     244.092      410.500     4665.133     7944.426
     244.095        0.000     4667.133     7944.426
     244.097        0.000     4667.133     7944.426
     244.100        0.000     4669.133     7944.426
     244.102        0.000     4669.133     7944.426
     244.105      394.600     4671.133     7944.426
     244.107        0.000     4671.133     7944.426
     244.110        0.000     4671.133     7944.426
     244.112      383.200     4673.133     7944.426
     244.115        0.000     4673.133     7944.426
     244.117        0.000     4675.133     7944.426
     244.120        0.000     4675.133     7944.426
     244.122        0.000     4677.133     7944.426
     244.124      405.500     4677.133     7944.426
     244.127        0.000     4677.133     7944.426
     244.129        0.000     4679.133     7944.426
     244.132      410.700     4679.133     7944.426
